Word,SS,Lw,Ec,Ci,At,Li,EE,ME,Sp,Me,mean,,,
lab,0.753870964,0.559344232,0.461542368,0.503740132,0.685729861,0.700995207,0.822017014,0.750552177,0.399272799,0.54927057,0.618633533,,,
represent,0.551750422,0.476050526,0.309371829,0.423301578,0.40671891,0.435139328,0.582900167,0.501011372,0.445875347,0.390886366,0.452300584,,,
contains,0.471078724,0.395366967,0.354424924,0.364724785,0.340005338,0.3597022,0.461040467,0.500603676,0.319457084,0.411748141,0.39781523,,,
semantics,0.738328636,0.719335258,0.601769507,0.693150938,0.718670785,0.658676744,0.83356005,0.705932438,0.560896337,0.618255854,0.684857655,,,
website,0.668819129,0.464032382,0.554971039,0.55866456,0.560189486,0.535719931,0.600251496,0.576304436,0.506834924,0.524526596,0.555031398,,,
layer,0.782581687,0.612819076,0.552600682,0.643032908,0.570474386,0.405441999,0.781420648,0.710600436,0.594447076,0.495184362,0.614860326,,,
2012,0.523330033,0.462145597,0.401265532,0.419250041,0.404325366,0.431321234,0.518948138,0.514305353,0.423960596,0.440104097,0.453895599,,,
economics,0.913133442,0.714673281,0.725660324,0.672044277,0.783406198,0.747749269,0.787878036,0.828765273,0.74286294,0.864762008,0.778093505,,,
variety,0.515050113,0.385574877,0.389027774,0.412549108,0.41631496,0.396282881,0.607939005,0.531575441,0.464380592,0.436933994,0.455562875,,,
simply,0.391527832,0.352193922,0.20220615,0.290480435,0.302520931,0.210030749,0.38567847,0.346583366,0.193154961,0.241538316,0.291591513,,,
house,0.732152879,0.613051236,0.621907532,0.53051275,0.522281349,0.534754753,0.724102199,0.794919014,0.622591138,0.691725552,0.63879984,,,
april,0.531324327,0.436297715,0.391564876,0.38655439,0.442441642,0.449336737,0.462101698,0.472287893,0.380507588,0.455153227,0.440757009,,,
good,0.539087117,0.470941126,0.450487167,0.46111697,0.490606099,0.407035738,0.471533358,0.50536418,0.431677997,0.387330353,0.46151801,,,
speed,0.694959879,0.705986738,0.594246686,0.591057718,0.697793722,0.72068584,0.770044506,0.741951883,0.601087689,0.521125436,0.66389401,,,
n't,0.543792129,0.554584026,0.42534101,0.548341274,0.573764384,0.518937111,0.533525288,0.577595353,0.504713535,0.530022204,0.531061631,,,
2015,0.497351438,0.442892939,0.454252809,0.475000262,0.422698408,0.515469193,0.454595208,0.490916044,0.405547678,0.433336973,0.459206095,,,
educational,0.82545805,0.671340287,0.644013405,0.693682313,0.722883463,0.691955864,0.783079624,0.759629011,0.725159228,0.698973119,0.721617436,,,
chip,0.756644785,0.834733665,0.541431308,0.355993986,0.722566783,0.31788367,0.900128007,0.888203859,0.404607564,0.54537642,0.626757005,,,
present,0.241495758,0.194699883,0.204477429,0.128629774,0.119123541,0.114682831,0.153556481,0.191726178,0.079871677,0.248537138,0.167680069,,,
private,0.652974188,0.381786823,0.467743039,0.407003373,0.514364839,0.556862354,0.647093058,0.590409577,0.516688228,0.599719167,0.533464465,,,
2014,0.55485481,0.455128223,0.39202112,0.484187216,0.420906693,0.46716553,0.479580373,0.494683504,0.428189486,0.449577212,0.462629417,,,
quality,0.735440314,0.511286795,0.53733176,0.497266144,0.425050169,0.484036446,0.729028881,0.757312834,0.560315311,0.583640695,0.582070935,,,
player,0.75365752,0.750818372,0.702324092,0.762738764,0.62853843,0.848307073,0.82600987,0.894552112,0.550440669,0.789096594,0.75064835,,,
2016,0.577183127,0.534208596,0.505970359,0.508352041,0.504143119,0.508190215,0.554543316,0.580626965,0.478729546,0.527317882,0.527926517,,,
cell,0.806935728,0.672346711,0.488364309,0.484975964,0.663249016,0.704899669,0.805576384,0.74272424,0.551967144,0.74251169,0.666355085,,,
review,0.685961127,0.569306433,0.466825277,0.520007551,0.710592568,0.645175219,0.739550948,0.712176621,0.641686022,0.555943966,0.624722573,,,
kernel,0.836504102,0.659841835,0.256819218,0.144565955,0.703234076,0.346619189,0.870880902,0.778420389,0.211801812,0.162658259,0.497134574,,,
2013,0.518160403,0.450707644,0.513714612,0.398967534,0.4248752,0.480215102,0.510283709,0.55367285,0.415264726,0.417417049,0.468327883,,,
march,0.551079929,0.469287604,0.447841406,0.40782994,0.508546233,0.483085841,0.541005731,0.50314647,0.420262575,0.491695344,0.482378107,,,
experience,0.680695832,0.517529786,0.422451228,0.447710603,0.508079112,0.49048686,0.680180073,0.598413646,0.542293727,0.570672393,0.545851326,,,
ieee,0.824845791,0.785317957,0.669098377,0.664089859,0.695969164,0.72571969,0.825487077,0.773958743,0.477254659,0.692596138,0.713433746,,,
understanding,0.752822578,0.630181909,0.572447717,0.484950662,0.570234656,0.626723826,0.66622591,0.63461411,0.601646781,0.587051749,0.61268999,,,
whose,0.36523357,0.240821034,0.170722812,0.223232195,0.267548621,0.295050234,0.225937009,0.381851256,0.200517818,0.110935949,0.24818505,,,
future,0.534773886,0.386250883,0.463485718,0.399791092,0.319775939,0.349355698,0.447100878,0.475948006,0.400724143,0.363326639,0.414053288,,,
thread,0.574861348,0.684527338,0.146252692,0.258833766,0.220274001,0.198692217,0.630212963,0.432058752,0.206184492,0.241446212,0.359334378,,,
flow,0.621538281,0.649808645,0.385076314,0.475403965,0.443269253,0.523075104,0.635151744,0.632890046,0.367271394,0.396612108,0.513009685,,,
etc,0.522669673,0.283030361,0.294047058,0.300097257,0.311210811,0.40377301,0.615137458,0.530961215,0.320531905,0.430735201,0.401219395,,,
vector,0.639428973,0.707074106,0.419113308,0.559578955,0.604742646,0.60394907,0.734009862,0.72766602,0.380540609,0.319734067,0.569583762,,,
production,0.647623718,0.532618403,0.38219592,0.550976515,0.562164009,0.543188035,0.58783567,0.597226858,0.492516339,0.469543517,0.536588898,,,
effort,0.62849474,0.479276061,0.389297396,0.517762959,0.521909714,0.483139783,0.602760792,0.545564771,0.458082318,0.483522058,0.510981059,,,
document,0.617457867,0.592749298,0.507968128,0.474014997,0.437534451,0.471146017,0.638682008,0.657585621,0.511434078,0.576609373,0.548518184,,,
founded,0.703530431,0.590616167,0.543227792,0.571829557,0.525831461,0.527810752,0.71895963,0.767619669,0.613079965,0.653385222,0.621589065,,,
useful,0.550448716,0.412930638,0.400182366,0.303135633,0.528868854,0.448536456,0.627220213,0.422084183,0.387588203,0.457690954,0.453868622,,,
october,0.536796868,0.486704856,0.430179387,0.39894405,0.516859889,0.482600898,0.504236877,0.528172195,0.464434385,0.48756519,0.483649459,,,
full,0.290567815,0.090915404,0.07864958,0.215679631,0.181046993,0.209741369,0.324576735,0.317494512,0.162435025,0.1848616,0.205596866,,,
european,0.646045327,0.644021332,0.601204634,0.499817282,0.542687178,0.531972766,0.641429067,0.704798102,0.577087283,0.566364169,0.595542714,,,
mit,0.729749262,0.614804447,0.557174206,0.416514695,0.515175223,0.604009211,0.87989378,0.842169404,0.332715303,0.658386707,0.615059224,,,
centre,0.854285717,0.527917266,0.550316811,0.642084301,0.601180911,0.6573807,0.797718406,0.841749609,0.612293065,0.723676324,0.680860311,,,
upon,0.463476151,0.351937771,0.25077036,0.313125074,0.370827824,0.377818704,0.426127255,0.482732147,0.287902325,0.459367484,0.378408509,,,
third,0.297359854,0.219576105,0.135895371,0.228312105,0.209092483,0.226200104,0.254065275,0.297395736,0.20235543,0.363848895,0.243410136,,,
union,0.668061078,0.575894594,0.582930088,0.343842059,0.60769242,0.581198871,0.709903538,0.682501018,0.56336987,0.579974055,0.589536759,,,
2007,0.451666266,0.415281147,0.434473425,0.284917355,0.381420732,0.396300316,0.442903757,0.436811954,0.376450062,0.32729727,0.394752228,,,
mobile,0.827933192,0.654153049,0.669137716,0.430848688,0.697690904,0.596186638,0.813991129,0.710042775,0.666482747,0.620416582,0.668688342,,,
september,0.600778699,0.485319167,0.459526062,0.423932225,0.487520337,0.485672474,0.556363344,0.530945241,0.4661524,0.528283536,0.502449349,,,
finite,0.789417624,0.668126047,0.475522548,0.496871591,0.703936398,0.666777313,0.710077345,0.649747372,0.392828256,0.585648417,0.613895291,,,
energy,0.828813195,0.686340272,0.732495546,0.821433544,0.703699231,0.653054476,0.79889816,0.793076515,0.624886811,0.664671481,0.730736923,,,
william,0.756292284,0.668544829,0.778480887,0.64556402,0.645432949,0.621415138,0.842049718,0.836394668,0.697629571,0.726682365,0.721848643,,,
site,0.782454848,0.517364383,0.461871684,0.465434253,0.530608356,0.422939509,0.553745449,0.458125144,0.456456572,0.437296957,0.508629715,,,
drive,0.516357183,0.361569822,0.465529472,0.312985092,0.526848197,0.42786625,0.786136448,0.663857877,0.404274553,0.368542969,0.483396786,,,
basis,0.430589259,0.335018367,0.298379868,0.240895361,0.379785597,0.281153113,0.567820072,0.518779576,0.375592589,0.283293545,0.371130735,,,
cognitive,0.867076457,0.72631681,0.74687618,0.673770189,0.797896981,0.794954419,0.907758176,0.858493328,0.738538623,0.759479702,0.787116086,,,
python,0.683364749,0.537690818,0.468271017,0.317755133,0.539221108,0.529569149,0.726663053,0.63292706,0.349827647,0.416654527,0.520194426,,,
facility,0.778434515,0.60864234,0.617423475,0.494913816,0.671951652,0.673010588,0.75009191,0.756687462,0.637196541,0.68602103,0.667437333,,,
region,0.669047117,0.563644052,0.587397039,0.538313031,0.626214266,0.615816057,0.574056923,0.558883727,0.541194141,0.563021183,0.583758754,,,
lisp,0.722099006,0.445738971,0.530644476,0.506390095,0.716163993,0.621602118,0.775129318,0.700212717,0.525742948,0.217933536,0.576165718,,,
military,0.785742223,0.73824662,0.706365824,0.576933801,0.738320947,0.736207366,0.799493194,0.794911623,0.708846569,0.749319732,0.73343879,,,
thing,0.636048436,0.475164205,0.50823158,0.476305425,0.576588571,0.498325944,0.594133258,0.567558765,0.477182031,0.509917438,0.531945565,,,
display,0.614513695,0.553667843,0.421599209,0.444392145,0.509289801,0.360155314,0.739624202,0.716103375,0.579947233,0.53283906,0.547213188,,,
arithmetic,0.685927749,0.65337348,0.512401462,0.442995638,0.708718061,0.501243234,0.874153078,0.686371863,0.536720395,0.536534846,0.61384398,,,
independent,0.44874841,0.46505329,0.247049391,0.302320272,0.296799541,0.285996735,0.391670704,0.467002928,0.240344405,0.347792625,0.34927783,,,
started,0.3963916,0.219702065,0.26783967,0.228135735,0.251267791,0.374325037,0.414819181,0.491929799,0.251085371,0.277685374,0.317318162,,,
implement,0.500513554,0.452458858,0.392527193,0.338638186,0.363475591,0.378203094,0.69126749,0.481407344,0.287899673,0.323006719,0.42093977,,,
construction,0.428727925,0.393054903,0.381790996,0.427731842,0.33195886,0.340973258,0.547448218,0.618544817,0.387016177,0.514631093,0.437187809,,,
2009,0.484577626,0.373365253,0.425485194,0.374053061,0.403203219,0.456999123,0.419461459,0.441689849,0.370912015,0.37744987,0.412719667,,,
official,0.529955029,0.462918699,0.372285157,0.392992616,0.416631401,0.463334382,0.515198112,0.52528131,0.398352057,0.415240884,0.449218965,,,
length,0.586482286,0.52362752,0.45444411,0.377426744,0.508194208,0.544353306,0.639289081,0.647092104,0.476732343,0.503466666,0.526110837,,,
response,0.625499725,0.436963856,0.357369065,0.364020348,0.533991933,0.535829663,0.58342272,0.576622784,0.457327753,0.549867988,0.502091584,,,
widely,0.563640416,0.490934759,0.362868756,0.390988499,0.401722074,0.439699173,0.570206642,0.518941522,0.446331531,0.438138992,0.462347236,,,
2006,0.458059669,0.397406578,0.371205479,0.340606958,0.372339875,0.397399545,0.444013596,0.470226437,0.329558164,0.374026775,0.395484307,,,
psychology,0.907545447,0.848605514,0.800457537,0.767476618,0.762421966,0.746620655,0.878428519,0.861298978,0.75575161,0.888355494,0.821696234,,,
represented,0.459274858,0.304543495,0.277463049,0.326285452,0.342084825,0.308660835,0.493799537,0.474285454,0.361174047,0.357142359,0.370471391,,,
contain,0.569695234,0.462700754,0.348386139,0.4070611,0.493520081,0.370040178,0.605679274,0.551471293,0.414821893,0.398164988,0.462154093,,,
efficient,0.571422756,0.458529413,0.336091071,0.380843371,0.302080691,0.48436445,0.688030422,0.620295584,0.419156909,0.457085818,0.471790048,,,
constant,0.525548041,0.569906473,0.423573196,0.312130183,0.321772814,0.364425272,0.673260868,0.643290401,0.287980795,0.457054317,0.457894236,,,
syntax,0.639170766,0.705043852,0.485308081,1,0.627798319,0.563988984,0.871326029,0.691180229,0.668441117,0.488147795,0.674040517,,,
calculation,0.589123368,0.648655891,0.288295031,0.38376826,0.717749,0.576175332,0.803371429,0.701599598,0.519650578,0.522770822,0.575115931,,,
traditional,0.604025006,0.466903031,0.423957914,0.364548594,0.438331664,0.4259848,0.570227146,0.553966761,0.454113752,0.46873492,0.477079359,,,
map,0.527211368,0.453064442,0.210145757,0.358925164,0.487594873,0.363179237,0.50133723,0.51819402,0.290045887,0.339545995,0.404924397,,,
build,0.585460365,0.50110203,0.455191284,0.385817677,0.431331813,0.537740231,0.623913944,0.570179045,0.374826908,0.408943206,0.48745065,,,
2017,0.580347896,0.51975143,0.36840257,0.415985346,0.499867946,0.559726059,0.544719756,0.596488178,0.489447802,0.531306684,0.510604367,,,
reason,0.468569428,0.35827598,0.323057353,0.341309309,0.353371412,0.376527548,0.367664754,0.340283722,0.293945938,0.332016408,0.355502185,,,
industrial,0.77812016,0.622618258,0.600241601,0.559198856,0.564695716,0.690137267,0.746828973,0.749989271,0.67956394,0.615920424,0.660731447,,,
visual,0.655081987,0.566121638,0.457453072,0.372515112,0.672213852,0.572307229,0.689357579,0.700032353,0.513841927,0.518536627,0.571746138,,,
move,0.434241623,0.415538967,0.19886075,0.296560138,0.377376676,0.461402982,0.52245903,0.535706282,0.305890381,0.364894986,0.391293181,,,
gate,0.418427229,0.508678317,0.265939474,0.196189642,0.427026778,0.379405648,0.772925138,0.652518988,0.245136753,0.38642785,0.425267582,,,
leading,0.445745796,0.265119344,0.282088965,0.175323531,0.275968641,0.323483437,0.427111894,0.423637033,0.25260374,0.390066385,0.326114877,,,
leader,0.653678715,0.639177442,0.521334708,0.445453584,0.546063542,0.532286286,0.596447825,0.648448765,0.540161848,0.599393845,0.572244656,,,
german,0.757108271,0.712521017,0.655313969,0.605171502,0.626586974,0.715258002,0.825785339,0.864320278,0.69681716,0.735802412,0.719468492,,,
attack,0.718357325,0.655156553,0.630178034,0.507158995,0.538207591,0.576401532,0.740096807,0.770508289,0.558043659,0.530788779,0.622489756,,,
category,0.432843119,0.382024407,0.331532121,0.301303446,0.37609902,0.359502196,0.459308624,0.474106014,0.307699561,0.312821686,0.37372402,,,
seen,0.406876892,0.283435792,0.320603192,0.324577361,0.345821887,0.237598151,0.348418027,0.323393464,0.245687753,0.214520827,0.305093335,,,
come,0.401945859,0.200988129,0.185094178,0.193951249,0.28518486,0.237678304,0.272786856,0.285838246,0.235879675,0.216832563,0.251617992,,,
writing,0.53333503,0.404614896,0.471254289,0.45497033,0.447498888,0.411125869,0.611262381,0.577680707,0.472462475,0.50213784,0.48863427,,,
earth,0.809146345,0.739585936,0.617761552,0.559989691,0.686330914,0.658783793,0.815800071,0.8404724,0.642476976,0.736955404,0.710730308,,,
difficult,0.600089312,0.486508459,0.457392156,0.429154843,0.475886345,0.539929807,0.71298641,0.627473652,0.466413766,0.546070576,0.534190533,,,
attempt,0.514984727,0.33901763,0.31188786,0.395323306,0.423152447,0.364274234,0.442506909,0.423616022,0.358000547,0.352626145,0.392538983,,,
develop,0.704468787,0.508309603,0.480672568,0.432508826,0.52023077,0.484256834,0.687851846,0.634900093,0.504883409,0.526160359,0.548424309,,,
held,0.540362835,0.470163316,0.445653528,0.419113487,0.463330358,0.51952368,0.505836666,0.540677369,0.552325249,0.468557954,0.492554444,,,
2018,0.592208266,0.483282924,0.474610925,0.455043346,0.476835191,0.561354578,0.49513796,0.548771799,0.426513612,0.505613327,0.501937193,,,
topic,0.729282677,0.649415791,0.506973565,0.583413482,0.523963869,0.652953565,0.725974917,0.668126822,0.587606847,0.645177007,0.627288854,,,
extension,0.525240183,0.17426154,0.162184864,0.126422286,0.221090332,0.122487158,0.574833632,0.447795868,0.132510602,0.252205789,0.273903225,,,
alternative,0.498132408,0.26086691,0.229149595,0.143070683,0.246048361,0.350915998,0.462710947,0.441533595,0.234236136,0.373176724,0.323984136,,,
client,0.664111614,0.625909686,0.466326058,0.315570921,0.502569973,0.428526819,0.75993365,0.635493517,0.506227195,0.447298139,0.535196757,,,
california,0.765268207,0.700405896,0.686629236,0.643678427,0.68966651,0.723197162,0.837643027,0.86065346,0.573373258,0.781361997,0.726187718,,,
developer,0.608068466,0.616661012,0.481739223,0.609912872,0.605591118,0.528230786,0.69062537,0.675169647,0.3526389,0.335253894,0.550389129,,,
modeling,0.773086071,0.634046137,0.531636834,0.619614005,0.58676827,0.705460489,0.767712891,0.724051714,0.46644026,0.655108273,0.646392494,,,
water,0.775331497,0.779818952,0.676418424,0.655441582,0.755103767,0.685294867,0.774072111,0.781334817,0.744500577,0.696216285,0.732353288,,,
initial,0.365979522,0.313493699,0.213768244,0.184568778,0.198645636,0.240371972,0.344893396,0.360654056,0.159562901,0.204976097,0.25869143,,,
august,0.530732632,0.457821697,0.408308536,0.40174526,0.470727146,0.402704,0.513760805,0.508272827,0.453621835,0.50340122,0.465109596,,,
final,0.386100501,0.314938873,0.342223644,0.392150313,0.434278041,0.399471372,0.431417346,0.49921611,0.276678026,0.386257052,0.386273128,,,
allowed,0.509792984,0.342194587,0.346450806,0.303266823,0.341797739,0.446166486,0.457285076,0.556184232,0.360572517,0.347322375,0.401103362,,,
population,0.850287437,0.781782925,0.754238427,0.720122635,0.787929535,0.786515951,0.777336717,0.791344047,0.746737897,0.764515579,0.776081115,,,
primary,0.514358461,0.393919855,0.36471051,0.217455164,0.226475999,0.391210377,0.437454104,0.466187596,0.383600652,0.447919697,0.384329242,,,
release,0.626043499,0.539678454,0.230634317,0.492543191,0.658564329,0.604174316,0.666921139,0.623659194,0.554866374,0.418544322,0.541562913,,,
november,0.537242174,0.482633412,0.440657496,0.390880048,0.492155284,0.503375471,0.535373449,0.510829091,0.430533946,0.454862148,0.477854252,,,
commercial,0.714840114,0.440187603,0.256220102,0.49349907,0.589043677,0.525363982,0.599836886,0.578051448,0.475536555,0.469185859,0.51417653,,,
share,0.646514595,0.47315684,0.434446454,0.457787842,0.431266755,0.457982004,0.502280176,0.528340518,0.351098895,0.365961492,0.464883557,,,
added,0.283754677,0.18887727,0.078063749,0.08309342,0.290987104,0.150648117,0.353728771,0.286670357,0.170209706,0.184393719,0.207042689,,,
2005,0.381700754,0.409967184,0.30246079,0.348257154,0.331868082,0.355936438,0.448403001,0.448485106,0.289035767,0.314398229,0.363051251,,,
failure,0.598568738,0.4295443,0.494986176,0.428566635,0.539183438,0.487408578,0.721514106,0.690706372,0.494107097,0.547399938,0.543198538,,,
stanford,0.792963922,0.657422304,0.576219082,0.586353421,0.572649777,0.607784629,0.818284631,0.885121763,0.673413694,0.829424739,0.699963796,,,
vision,0.505056441,0.479064435,0.307238877,0.4143821,0.36309877,0.321198881,0.65911305,0.59828341,0.318915516,0.505306363,0.447165784,,,
title,0.683460116,0.48761192,0.47005704,0.480562538,0.565971017,0.431981742,0.673254669,0.7022717,0.431983799,0.672025323,0.559917986,,,
produced,0.393746316,0.266044825,0.276248246,0.385294855,0.340128034,0.294565439,0.436614931,0.355602771,0.3488186,0.322254419,0.341931844,,,
add,0.471207947,0.42484358,0.336696267,0.306599319,0.437600404,0.263686597,0.556149304,0.518308759,0.373873919,0.232683524,0.392164962,,,
side,0.44850415,0.202835307,0.29689011,0.194325253,0.329025835,0.336588562,0.368927568,0.429561317,0.309409142,0.294947177,0.321101442,,,
invented,0.664866269,0.614284337,0.648146212,0.564880967,0.552538335,0.517492115,0.860331178,0.866795003,0.542206049,0.57630837,0.640784883,,,
start,0.479056954,0.308055878,0.193433419,0.236147776,0.24788551,0.347149819,0.312144965,0.271267861,0.208704174,0.371101499,0.297494785,,,
today,0.405195087,0.304135621,0.211119398,0.266792715,0.315088809,0.298757613,0.40827471,0.431649327,0.306560695,0.324791819,0.327236579,,,
internal,0.466280907,0.295058399,0.183097869,0.220199332,0.342468828,0.316207528,0.471083879,0.451446593,0.276408792,0.302058488,0.332431062,,,
peter,0.68445152,0.451746434,0.464456409,0.314359069,0.478744596,0.463758707,0.663310349,0.607477069,0.525553405,0.481459826,0.513531739,,,
distribution,0.718069851,0.504860401,0.33741501,0.437223047,0.496765584,0.462772101,0.614563763,0.576842725,0.285805404,0.479956031,0.491427392,,,
style,0.63126719,0.544408023,0.476347089,0.495187461,0.524624407,0.590907454,0.651960611,0.635212421,0.476843804,0.562233508,0.558899197,,,
get,0.552583039,0.432168603,0.340837628,0.493508041,0.48674199,0.54590553,0.483009905,0.573731184,0.405608267,0.475578904,0.478967309,,,
court,0.824136436,0.708034039,0.707515478,0.716359794,0.572345495,0.546688557,0.83221817,0.851426184,0.731941581,0.810527384,0.730119312,,,
scheme,0.490987539,0.33019793,0.381221682,0.265987307,0.130335927,0.167359993,0.560092986,0.456526101,0.319758922,0.364685625,0.346715401,,,
macro,0.463347316,0.495014817,0.274891108,0.321000874,0.483485729,0.378881693,0.887062311,0.46050629,0.378467381,0.356638551,0.449929607,,,
2019,0.616030514,0.496310771,0.587728381,0.549135089,0.549169302,0.574804246,0.594977438,0.577479601,0.494855046,0.524958611,0.5565449,,,
proof,0.770801783,0.576057374,0.237166107,0.404315621,0.622541606,0.558537245,0.781927705,0.652713597,0.503734171,0.45286122,0.556065643,,,
refers,0.576928437,0.441521138,0.318423152,0.36873731,0.468534708,0.377225578,0.53908962,0.503542006,0.261794984,0.351850718,0.420764765,,,
acid,0.784047008,0.884167194,0.787380934,0.622517347,0.698940933,0.680954993,0.806668639,0.850980878,0.782130361,0.813778758,0.771156704,,,
byte,0.778457522,0.685260355,0.735354304,0.685807526,0.775409162,0.670858026,0.860768735,0.731007576,0.476826042,0.555705786,0.695545503,,,
theorem,0.851263165,0.731476367,0.556913376,0.581537127,0.803162336,0.762964487,0.75336045,0.742466152,0.600750387,0.655146599,0.703904045,,,
automaton,0.586675406,0.540341735,0.512070537,0.474065781,0.552519202,0.577217937,0.827029228,0.718697965,0.386489391,0.486269265,0.566137645,,,
phase,0.568087876,0.480641544,0.381570399,0.411091536,0.414245099,0.422632724,0.595224977,0.595739543,0.359032363,0.488506675,0.471677274,,,
entity,0.719929874,0.541179597,0.432876199,0.437621355,0.572326124,0.485382766,0.580941617,0.594640076,0.463765353,0.503078759,0.533174172,,,
deal,0.569696724,0.428964883,0.509659529,0.28467679,0.39272052,0.319771618,0.579942167,0.590309858,0.506063581,0.395455807,0.457726148,,,
item,0.541287124,0.471235365,0.457040727,0.56171602,0.535666943,0.470498383,0.557362139,0.538425446,0.502047539,0.415965945,0.505124563,,,
july,0.523192823,0.464290828,0.39680174,0.383773118,0.471510231,0.49165675,0.484891415,0.515453339,0.40418005,0.466513932,0.460226423,,,
better,0.585630894,0.362444878,0.346615195,0.383265406,0.347468406,0.398414433,0.477048814,0.4829368,0.372527987,0.502659321,0.425901213,,,
write,0.426981777,0.404498488,0.328367591,0.325460762,0.448510259,0.414732009,0.672986209,0.544592381,0.406677157,0.38916266,0.436196929,,,
recognition,0.562214494,0.280672491,0.161463305,0.369046599,0.332596689,0.376731336,0.663474023,0.638200223,0.379984468,0.372215718,0.413659935,,,
intended,0.468957275,0.209789932,0.180238247,0.177101508,0.368430704,0.360454142,0.408489048,0.375701487,0.266097546,0.306774169,0.312203406,,,
female,0.851752818,0.72762382,0.760712028,0.750038862,0.600516319,0.667138934,0.68358469,0.746293485,0.710241675,0.713052213,0.721095484,,,
zero,0.432457507,0.508995414,0.288983971,0.404747725,0.382790834,0.430737346,0.589156806,0.560565472,0.317326307,0.299754858,0.421551624,,,
short,0.401115477,0.280744702,0.156429812,0.218132108,0.415694237,0.426070988,0.390590101,0.326478809,0.249058411,0.225243837,0.308955848,,,
council,0.798686624,0.698433936,0.607679486,0.669108093,0.602618158,0.650869548,0.773901522,0.845740676,0.676104248,0.745886445,0.706902874,,,
solve,0.743960619,0.641290426,0.429448783,0.430515349,0.721449971,0.680167198,0.787622273,0.754773855,0.494751155,0.519935012,0.620391464,,,
specialized,0.640913844,0.542893052,0.380939394,0.424606353,0.464826703,0.473043174,0.688136339,0.57913667,0.502186716,0.422477216,0.511915946,,,
december,0.554672956,0.49495548,0.534877896,0.409321755,0.487245232,0.543854117,0.541013002,0.531986952,0.428327024,0.48773694,0.501399136,,,
followed,0.376787156,0.284716219,0.175155908,0.242351606,0.282084137,0.302494794,0.44046998,0.372774601,0.16377382,0.253560841,0.289416906,,,
february,0.595330358,0.48032558,0.412600279,0.348736644,0.462748021,0.523144424,0.551130474,0.529832363,0.421874702,0.542662323,0.486838517,,,
george,0.697025478,0.590858638,0.643051386,0.671202242,0.468458205,0.52686727,0.784919202,0.735048175,0.588736534,0.667282045,0.637344918,,,
environmental,0.856039226,0.735998333,0.66577822,0.66885066,0.693513572,0.773989022,0.840194046,0.836870134,0.696644723,0.781033635,0.754891157,,,
consists,0.537007928,0.314159423,0.359849006,0.300943792,0.321843952,0.357598007,0.484411359,0.535072863,0.410268247,0.411696583,0.403285116,,,
sense,0.629473329,0.434889704,0.41065678,0.455542654,0.49345094,0.373354256,0.633357465,0.601614833,0.541681707,0.475145042,0.504916671,,,
matrix,0.697564363,0.693512261,0.332344562,0.626141429,0.604002297,0.638525963,0.726295233,0.829893172,0.47912851,0.487883687,0.611529148,,,
announced,0.666051865,0.548005939,0.488654733,0.506054342,0.593192041,0.552764535,0.630885363,0.620576799,0.520508707,0.585192323,0.571188664,,,
random,0.726589441,0.633552551,0.3925924,0.420653552,0.457911611,0.335648715,0.677508831,0.736709893,0.377288789,0.427991718,0.51864475,,,
light,0.738894165,0.72466886,0.39568308,0.438282043,0.574605107,0.455383629,0.723546565,0.803155005,0.375856727,0.548913658,0.577898884,,,
robot,0.790507615,0.709640086,0.661096275,0.650764644,0.737737417,0.74030602,0.929890692,0.888819456,0.593820393,0.686075211,0.738865781,,,
networking,0.919041932,0.779174924,0.750356138,0.757416904,0.798312247,0.749533355,0.776939154,0.74184823,0.738413334,0.804531991,0.781556821,,,
numerical,0.757952452,0.636936665,0.28755179,0.416255385,0.544963717,0.523907483,0.810864985,0.749170601,0.318283945,0.537435114,0.558332214,,,
almost,0.473539472,0.414848059,0.298301518,0.323646218,0.352149993,0.362390399,0.432905793,0.393088311,0.324330866,0.338925481,0.371412611,,,
great,0.54669559,0.486149698,0.441737145,0.531698227,0.419782758,0.480551243,0.538889825,0.587896347,0.480415225,0.428736567,0.494255263,,,
low,0.698722363,0.554239929,0.506412387,0.422362328,0.470796376,0.49560982,0.644079089,0.623076439,0.479610175,0.516930223,0.541183913,,,
statistical,0.805386305,0.578555465,0.401317656,0.562079072,0.684713185,0.63132,0.773634195,0.803940237,0.561115086,0.66079092,0.646285212,,,
performed,0.477082312,0.295502394,0.127437383,0.326207936,0.455254883,0.282905042,0.451844543,0.471021384,0.426560223,0.387814701,0.37016308,,,
surface,0.736219287,0.741480649,0.686319172,0.684849739,0.653802097,0.627148449,0.823571444,0.79897368,0.539474189,0.579084218,0.687092292,,,
usage,0.58985287,0.527234077,0.484778136,0.462590158,0.610077262,0.534137189,0.651242733,0.510424376,0.520473361,0.47040838,0.536121854,,,
french,0.706500292,0.672590017,0.538339972,0.618628263,0.535375476,0.652676702,0.736343503,0.734443843,0.551283896,0.62232101,0.636850297,,,
optimization,0.71636939,0.69207269,0.539375961,0.552868664,0.707748115,0.673233986,0.765950501,0.682431877,0.292288631,0.57082659,0.61931664,,,
volume,0.590189755,0.391373843,0.473380893,0.410255164,0.451306283,0.351010948,0.542740643,0.533942521,0.356189609,0.465770721,0.456616038,,,
outside,0.507264256,0.249799043,0.318781257,0.30583787,0.314099163,0.376781791,0.355047345,0.397455573,0.290980458,0.382357061,0.349840382,,,
